Date,Open,High,Low,Close,Adj Close,Volume
2023-06-07,132.5,134.44000244140625,132.19000244140625,134.3800048828125,125.10681915283203,5772000
2023-06-08,134.69000244140625,135.97999572753906,134.00999450683594,134.41000366210938,125.1347427368164,4128500
2023-06-09,134.36000061035156,136.10000610351562,134.1699981689453,135.3000030517578,125.96332550048828,3981500
2023-06-12,136.0,136.6199951171875,135.82000732421875,136.4199981689453,127.00604248046875,4494500
2023-06-13,136.50999450683594,138.1699981689453,136.0,137.60000610351562,128.1046142578125,3927300
2023-06-14,137.8000030517578,138.92999267578125,136.94000244140625,137.1999969482422,127.73219299316406,4514900
2023-06-15,137.27000427246094,138.8000030517578,137.17999267578125,138.39999389648438,128.84939575195312,3812600
2023-06-16,139.22999572753906,139.47000122070312,137.47000122070312,137.47999572753906,127.9928970336914,7473100
2023-06-20,136.36000061035156,137.22999572753906,135.88999938964844,135.9600067138672,126.57777404785156,4271300
2023-06-21,135.11000061035156,135.38999938964844,133.2899932861328,133.69000244140625,124.46443176269531,5501300
2023-06-22,131.67999267578125,132.9600067138672,130.67999267578125,131.1699981689453,122.11832427978516,6012800
2023-06-23,130.39999389648438,130.6199951171875,129.17999267578125,129.42999267578125,120.49838256835938,11324700
2023-06-26,129.38999938964844,131.41000366210938,129.30999755859375,131.33999633789062,122.2765884399414,4845600
2023-06-27,131.3000030517578,132.9499969482422,130.8300018310547,132.33999633789062,123.20757293701172,3219900
2023-06-28,132.05999755859375,132.1699981689453,130.91000366210938,131.75999450683594,122.6676025390625,2753800
2023-06-29,131.75,134.35000610351562,131.69000244140625,134.05999755859375,124.80889129638672,3639800
2023-06-30,134.69000244140625,135.02999877929688,133.42999267578125,133.80999755859375,124.57613372802734,4236400
2023-07-03,133.4199981689453,134.35000610351562,132.8699951171875,133.6699981689453,124.44580078125,1477100
2023-07-05,133.32000732421875,134.30999755859375,132.58999633789062,134.24000549316406,124.9764633178711,2955100
2023-07-06,133.24000549316406,133.89999389648438,131.5500030517578,132.16000366210938,123.04000091552734,3507700
2023-07-07,131.77999877929688,133.85000610351562,131.75,132.0800018310547,122.96552276611328,2982400
2023-07-10,131.75999450683594,133.0500030517578,131.6999969482422,132.89999389648438,123.72892761230469,2369200
2023-07-11,133.66000366210938,134.55999755859375,133.22999572753906,134.44000244140625,125.16266632080078,2925200
2023-07-12,135.07000732421875,135.3300018310547,132.57000732421875,132.83999633789062,123.6730728149414,3732200
2023-07-13,133.50999450683594,135.07000732421875,133.36000061035156,133.9199981689453,124.67855072021484,3221400
2023-07-14,133.91000366210938,133.9199981689453,132.94000244140625,133.39999389648438,124.19441986083984,2860700
2023-07-17,133.25999450683594,134.61000061035156,133.10000610351562,134.24000549316406,124.9764633178711,3167400
2023-07-18,134.7100067138672,135.9499969482422,134.2899932861328,135.36000061035156,126.0191650390625,3852100
2023-07-19,135.52999877929688,136.4499969482422,135.19000244140625,135.47999572753906,126.13089752197266,5520000
2023-07-20,137.19000244140625,140.32000732421875,136.55999755859375,138.3800048828125,128.8307647705078,10896300
2023-07-21,138.2100067138672,139.77999877929688,137.75999450683594,138.94000244140625,129.35214233398438,5858600
2023-07-24,139.35000610351562,140.1199951171875,138.77999877929688,139.5399932861328,129.91073608398438,3475200
2023-07-25,139.4199981689453,140.42999267578125,139.0399932861328,140.3300018310547,130.64620971679688,3770800
2023-07-26,140.44000244140625,141.25,139.8800048828125,141.07000732421875,131.3351593017578,4046400
2023-07-27,142.3000030517578,143.3800048828125,141.89999389648438,142.97000122070312,133.10403442382812,6331600
2023-07-28,143.44000244140625,143.9499969482422,142.85000610351562,143.4499969482422,133.55088806152344,6686400
2023-07-31,143.80999755859375,144.60000610351562,143.52999877929688,144.17999267578125,134.23052978515625,6138100
2023-08-01,144.25,144.47999572753906,142.1699981689453,143.3300018310547,133.43919372558594,4797700
2023-08-02,142.77999877929688,144.3000030517578,142.30999755859375,144.1699981689453,134.2212371826172,4957400
2023-08-03,143.77999877929688,145.22000122070312,143.30999755859375,144.4499969482422,134.48190307617188,3951900
2023-08-04,145.08999633789062,146.08999633789062,143.99000549316406,144.24000549316406,134.28640747070312,4223100
2023-08-07,145.0,146.5,144.92999267578125,146.17999267578125,136.09251403808594,3438700
2023-08-08,145.6999969482422,146.14999389648438,144.11000061035156,145.91000366210938,135.84115600585938,4654600
2023-08-09,144.94000244140625,144.94000244140625,142.3000030517578,142.49000549316406,134.18374633789062,4072900
2023-08-10,143.0399932861328,144.5800018310547,142.69000244140625,143.25,134.8994598388672,4735800
2023-08-11,143.1199951171875,143.4499969482422,142.2100067138672,143.1199951171875,134.7770233154297,2526000
2023-08-14,143.0500030517578,143.3699951171875,141.8000030517578,141.91000366210938,133.63755798339844,4226400
2023-08-15,141.5,142.30999755859375,141.1999969482422,141.8699951171875,133.59986877441406,3656600
2023-08-16,141.6999969482422,142.08999633789062,140.55999755859375,140.63999938964844,132.4415740966797,3285300
2023-08-17,141.00999450683594,142.66000366210938,140.60000610351562,140.66000366210938,132.46043395996094,3742100
2023-08-18,140.0,141.8300018310547,139.75999450683594,141.41000366210938,133.1667022705078,3914700
2023-08-21,141.4199981689453,142.38999938964844,141.11000061035156,142.27999877929688,133.98599243164062,2937800
2023-08-22,142.66000366210938,143.22999572753906,141.3000030517578,141.49000549316406,133.24203491210938,3557500
2023-08-23,141.72000122070312,143.47999572753906,141.5800018310547,143.41000366210938,135.0501251220703,2559100
2023-08-24,143.50999450683594,144.47000122070312,143.22000122070312,143.5500030517578,135.18194580078125,2900200
2023-08-25,144.17999267578125,145.47000122070312,143.5,145.35000610351562,136.87704467773438,3660100
2023-08-28,145.41000366210938,146.74000549316406,145.2100067138672,146.02000427246094,137.50796508789062,3561100
2023-08-29,146.3000030517578,146.72999572753906,145.6199951171875,146.4499969482422,137.91290283203125,2778100
2023-08-30,146.4199981689453,146.9199981689453,145.75,146.86000061035156,138.29901123046875,2245400
2023-08-31,146.94000244140625,147.72999572753906,146.5399932861328,146.8300018310547,138.27076721191406,3885900
2023-09-01,147.25999450683594,148.10000610351562,146.9199981689453,147.94000244140625,139.3160400390625,2727500
2023-09-05,147.91000366210938,149.0,147.57000732421875,148.1300048828125,139.49496459960938,3731300
2023-09-06,147.66000366210938,148.3300018310547,147.1199951171875,148.05999755859375,139.42904663085938,2932200
2023-09-07,148.1300048828125,148.77999877929688,147.39999389648438,147.52000427246094,138.9205322265625,3332900
2023-09-08,147.35000610351562,148.58999633789062,147.25999450683594,147.67999267578125,139.07118225097656,3722800
2023-09-11,148.57000732421875,148.77999877929688,147.5800018310547,148.3800048828125,139.7303924560547,3273600
2023-09-12,147.9199981689453,148.0,145.8000030517578,146.3000030517578,137.7716522216797,4457700
2023-09-13,145.9499969482422,146.97999572753906,145.9199981689453,146.5500030517578,138.00709533691406,2627800
2023-09-14,147.3800048828125,147.72999572753906,146.47999572753906,147.35000610351562,138.76043701171875,2723100
2023-09-15,147.11000061035156,147.85000610351562,145.52999877929688,145.99000549316406,137.479736328125,6231400
2023-09-18,145.77000427246094,146.47999572753906,145.05999755859375,145.08999633789062,136.63217163085938,2508100
2023-09-19,145.0,146.72000122070312,144.66000366210938,146.52000427246094,137.9788055419922,3945400
2023-09-20,148.36000061035156,151.92999267578125,148.1300048828125,149.8300018310547,141.09585571289062,9632400
2023-09-21,149.0,149.25,147.30999755859375,147.3800048828125,138.78871154785156,4944600
2023-09-22,147.41000366210938,148.10000610351562,146.82000732421875,146.91000366210938,138.34608459472656,2562000
