Date,Open,High,Low,Close,Adj Close,Volume
2020-06-08,126.45315551757812,129.90440368652344,126.45315551757812,129.78012084960938,103.9269790649414,5617543
2020-06-09,127.64818572998047,127.72466278076172,125.25812530517578,126.07074737548828,100.95655059814453,5641706
2020-06-10,126.33843231201172,126.4149169921875,124.09178161621094,124.15869903564453,99.42539978027344,4952601
2020-06-11,120.4875717163086,120.55449676513672,112.65774536132812,112.82026672363281,90.34563446044922,12304726
2020-06-12,115.91778564453125,117.7055435180664,114.03441619873047,116.54875946044922,93.33139038085938,6506434
2020-06-15,113.94837188720703,116.988525390625,113.08795166015625,116.3001937866211,93.13235473632812,5385959
2020-06-16,119.50286865234375,121.8929214477539,117.74378967285156,119.64627075195312,95.8118667602539,5864608
2020-06-17,120.2963638305664,120.6978988647461,117.97322845458984,118.69024658203125,95.0462875366211,3302013
2020-06-18,117.5908203125,118.92925262451172,116.95028686523438,118.6998062133789,95.05397033691406,2997208
2020-06-19,120.62141418457031,121.24282836914062,116.8738021850586,117.0841293334961,93.7601089477539,8471554
2020-06-22,116.74951934814453,117.11280822753906,115.22944641113281,115.74569702148438,92.68830108642578,4993081
2020-06-23,116.64435577392578,117.4952163696289,113.98661804199219,114.15869903564453,91.41744995117188,6937700
2020-06-24,113.11663818359375,113.11663818359375,110.783935546875,111.3001937866211,89.12838745117188,7061546
2020-06-25,111.62523651123047,113.96749877929688,110.9942626953125,113.79541015625,91.12653350830078,6412608
2020-06-26,113.05927276611328,113.75717163085938,111.14722442626953,112.03633117675781,89.7178726196289,11244605
2020-06-29,112.79158782958984,114.5124282836914,112.20841217041016,114.48374938964844,91.6777572631836,4350837
2020-06-30,113.94837188720703,115.86997985839844,113.76673126220703,115.45889282226562,92.45863342285156,4099797
2020-07-01,114.98088073730469,115.8986587524414,113.16443634033203,113.32695770263672,90.75142669677734,4869967
2020-07-02,114.42638397216797,116.08030700683594,114.01529693603516,114.43594360351562,91.63947296142578,3919362
2020-07-06,115.91778564453125,116.49139404296875,114.20649719238281,114.9043960571289,92.0146255493164,4231488
2020-07-07,113.76673126220703,114.25430297851562,112.17017364501953,112.4091796875,90.0164566040039,4474893
2020-07-08,112.86807250976562,113.42256164550781,111.35755157470703,112.53346252441406,90.11597442626953,5431669
2020-07-09,112.81070709228516,112.81070709228516,110.13384246826172,110.62141418457031,88.5848159790039,4982098
2020-07-10,110.42064666748047,113.35564422607422,110.21988677978516,113.14531707763672,90.60595703125,4482842
2020-07-13,114.5124282836914,115.6692123413086,113.44168090820312,113.95793151855469,91.25669860839844,4864632
2020-07-14,113.4034423828125,115.57361602783203,112.73422241210938,115.2963638305664,92.32848358154297,4742982
2020-07-15,117.01720428466797,118.50860595703125,116.77820587158203,117.5908203125,94.1658706665039,4679176
2020-07-16,117.28489685058594,119.0057373046875,116.78776550292969,118.55640411376953,94.9391098022461,4530121
2020-07-17,118.91969299316406,120.10516357421875,117.78202819824219,119.6080322265625,95.78124237060547,4167892
2020-07-20,120.52581024169922,121.4818344116211,119.63671112060547,120.8126220703125,96.7458724975586,10384374
2020-07-21,125.3919677734375,126.35755157470703,120.26768493652344,120.51625061035156,96.508544921875,16063004
2020-07-22,120.36328887939453,123.77629089355469,120.26768493652344,123.011474609375,98.5066909790039,8572388
2020-07-23,123.42256164550781,123.6806869506836,121.55831909179688,121.73040008544922,97.48082733154297,4414225
2020-07-24,120.91778564453125,122.03633117675781,119.98088073730469,120.25812530517578,96.30183410644531,3693531
2020-07-27,119.36902618408203,120.76481628417969,119.22562408447266,120.65965270996094,96.62338256835938,3905136
2020-07-28,120.28680419921875,120.783935546875,118.69024658203125,118.99617767333984,95.2912826538086,4370397
2020-07-29,119.08221435546875,120.44933319091797,118.61376953125,119.80879211425781,95.9420166015625,2963109
2020-07-30,118.26959991455078,118.45124053955078,116.29063415527344,117.4952163696289,94.08930206298828,4171553
2020-07-31,117.3135757446289,117.58126068115234,115.76481628417969,117.53346252441406,94.11995697021484,5519847
2020-08-03,118.06883239746094,118.93881225585938,116.77820587158203,118.84320831298828,95.16876983642578,3688301
2020-08-04,118.37476348876953,120.3250503540039,118.37476348876953,120.30592346191406,96.34010314941406,3625541
2020-08-05,121.15679168701172,121.17591094970703,119.13002014160156,119.93307495117188,96.04154205322266,3786102
2020-08-06,119.50286865234375,120.70745849609375,119.50286865234375,120.57361602783203,96.55448150634766,3574287
2020-08-07,118.06883239746094,119.56979370117188,117.79158782958984,119.46463012695312,96.91900634765625,3818946
2020-08-10,119.9043960571289,121.64435577392578,119.6749496459961,121.52007293701172,98.58654022216797,4150842
2020-08-11,123.0975112915039,124.73231506347656,121.04206848144531,121.17591094970703,98.30734252929688,5231255
2020-08-12,121.99808502197266,122.17017364501953,120.34416961669922,121.12810516357422,98.2685546875,3692066
2020-08-13,120.42064666748047,120.83174133300781,119.2829818725586,119.53154754638672,96.97330474853516,3317180
2020-08-14,118.73805236816406,120.03823852539062,118.46080017089844,119.76099395751953,97.1594467163086,3099716
2020-08-17,119.74187469482422,120.06692504882812,118.93881225585938,118.96749877929688,96.51569366455078,3514665
2020-08-18,119.50286865234375,119.98088073730469,118.77629089355469,119.42638397216797,96.88797760009766,3014990
2020-08-19,119.34034729003906,119.98088073730469,118.06883239746094,118.39388275146484,96.05032348632812,3916119
2020-08-20,117.78202819824219,118.5850830078125,117.4091796875,117.73422241210938,95.51518249511719,2679015
2020-08-21,117.60037994384766,118.04971313476562,116.93116760253906,117.74378967285156,95.52293395996094,3540815
2020-08-24,118.34607696533203,120.51625061035156,117.93498992919922,120.15296173095703,97.4774398803711,4258057
2020-08-25,120.45889282226562,121.24282836914062,119.01529693603516,119.15869903564453,96.67082214355469,3114674
2020-08-26,119.45507049560547,119.61759185791016,118.4990463256836,118.70936584472656,96.30628204345703,3544162
2020-08-27,119.1204605102539,119.59847259521484,118.52772521972656,119.16825866699219,96.67857360839844,3580144
2020-08-28,119.46463012695312,119.7896728515625,118.75717163085938,119.56979370117188,97.00434112548828,3242182
2020-08-31,119.74187469482422,119.74187469482422,117.61949920654297,117.88719177246094,95.6392822265625,5049983
2020-09-01,117.44741821289062,118.4990463256836,116.77820587158203,117.97322845458984,95.70907592773438,3300444
2020-09-02,118.27915954589844,123.04015350341797,118.14531707763672,122.54302215576172,99.41645050048828,6895650
2020-09-03,122.55258178710938,124.23518371582031,118.21223449707031,118.97705841064453,96.52344512939453,5979773
2020-09-04,118.88145446777344,119.83747863769531,115.90821838378906,116.9216079711914,94.85591888427734,6295037
2020-09-08,116.78776550292969,117.46653747558594,115.40152740478516,115.8795394897461,94.0105209350586,5449974
2020-09-09,116.75907897949219,118.26004028320312,115.95602416992188,116.88336181640625,94.82489013671875,3944152
2020-09-10,117.14149475097656,118.14531707763672,114.95220184326172,115.25812530517578,93.5063705444336,4161406
2020-09-11,116.05162811279297,117.30401611328125,115.42064666748047,116.11854553222656,94.20439147949219,3711313
2020-09-14,116.97896575927734,117.95410919189453,116.40535736083984,116.72084045410156,94.69303894042969,3809009
2020-09-15,117.41873931884766,117.97322845458984,116.86424255371094,117.05545043945312,94.9644775390625,3049299
2020-09-16,117.3135757446289,120.28680419921875,117.3135757446289,118.75717163085938,96.3450698852539,3962666
2020-09-17,117.22753143310547,120.02867889404297,116.60611724853516,119.42638397216797,96.88797760009766,3317180
2020-09-18,118.79541015625,119.42638397216797,117.25621032714844,117.36137390136719,95.21268463134766,5639614
2020-09-21,115.181640625,115.3919677734375,113.36520385742188,114.96176147460938,93.26593780517578,5555724
2020-09-22,115.03823852539062,116.1089859008789,114.27342224121094,115.2103271484375,93.46759796142578,3093859
2020-09-23,115.4875717163086,116.24282836914062,113.22179412841797,113.60420989990234,92.1645736694336,4120612
2020-09-24,112.90631103515625,114.26386260986328,111.35755157470703,112.8967514038086,91.59062957763672,3709325
2020-09-25,112.42829895019531,114.15869903564453,111.79732513427734,113.71892547607422,92.25765228271484,3089570
2020-09-28,115.26768493652344,116.95028686523438,115.1147232055664,116.37667083740234,94.41383361816406,3670623
2020-09-29,116.07074737548828,116.81644439697266,114.92351531982422,115.62141418457031,93.80108642578125,2203504
2020-09-30,116.04206848144531,117.5047836303711,115.4875717163086,116.3193130493164,94.3672866821289,3411111
2020-10-01,116.97896575927734,117.87763214111328,115.06692504882812,115.76481628417969,93.91744995117188,3359438
2020-10-02,113.80496978759766,116.39579010009766,113.59464263916016,115.26768493652344,93.51412963867188,3059759
2020-10-05,116.4818344116211,117.35181427001953,115.72657775878906,116.64435577392578,94.63098907470703,3190823
2020-10-06,117.18929290771484,119.34034729003906,116.24282836914062,116.60611724853516,94.59996795654297,4050426
2020-10-07,117.27533721923828,118.91969299316406,116.94072723388672,118.61376953125,96.22875213623047,2944908
2020-10-08,125.10516357421875,129.54110717773438,124.06309509277344,125.70745849609375,101.98367309570312,26452189
2020-10-09,126.19503021240234,126.19503021240234,121.988525390625,122.17017364501953,99.11396789550781,8737970
